timestamp,open,high,low,close,volume,turnover
2025-05-18 20:00:00,103842.3,104576.4,103228.0,104138.5,9235.685,959397182.1189
2025-05-18 22:00:00,104138.5,106650.0,103916.9,106428.1,21739.854,2293438192.7463
2025-05-19 00:00:00,106428.1,107134.3,104700.0,105018.3,16158.803,1710660900.1619
2025-05-19 02:00:00,105018.3,105150.0,103510.6,103566.8,8728.953,910289547.7699
2025-05-19 04:00:00,103566.8,103737.0,102422.1,102983.9,17127.444,1765136393.4858
2025-05-19 06:00:00,102983.9,103299.9,102000.0,103169.4,13864.709,1422503790.561
2025-05-19 08:00:00,103169.4,103392.0,102866.4,103020.3,5171.575,533361458.4392
2025-05-19 10:00:00,103020.3,103045.5,102733.1,102910.8,3630.436,373631048.4471
2025-05-19 12:00:00,102910.8,103495.8,102100.0,103239.7,11028.762,1132547503.0536
2025-05-19 14:00:00,103239.7,104952.3,103131.7,104749.7,17144.717,1785940311.3551
2025-05-19 16:00:00,104749.7,105500.0,104462.6,105335.8,15142.058,1590725457.4798
2025-05-19 18:00:00,105335.8,105500.0,104573.1,105461.7,12942.733,1359561248.4098
2025-05-19 20:00:00,105461.7,105736.6,104947.2,105392.5,6206.114,654154866.1238
2025-05-19 22:00:00,105392.5,105798.4,105130.3,105538.0,4176.705,440576914.5691
2025-05-20 00:00:00,105538.0,106771.7,105531.0,106412.9,14895.126,1580082019.9143
2025-05-20 02:00:00,106412.9,106844.4,105471.6,105718.4,11683.944,1240822683.6886
2025-05-20 04:00:00,105718.4,106379.9,105487.7,106078.3,6351.929,673266529.5077
2025-05-20 06:00:00,106078.3,106186.4,104842.4,104958.2,8122.833,856008837.594
2025-05-20 08:00:00,104958.2,105341.0,104807.7,105231.0,4550.116,478219089.0733
2025-05-20 10:00:00,105231.0,105375.0,104865.8,105163.1,4243.207,445933439.1413
2025-05-20 12:00:00,105163.1,105169.7,104125.4,104396.8,10448.201,1092312080.2684
2025-05-20 14:00:00,104396.8,105353.7,104233.7,105287.3,10318.184,1081022176.2034
2025-05-20 16:00:00,105287.3,106299.8,105030.0,106150.0,9260.42,979686103.3151
2025-05-20 18:00:00,106150.0,107237.1,105157.1,106986.0,20721.626,2201239711.1981
